
Possible line matches for the gamma energy 107 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
Possible line matches for the gamma energy 630 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
631.316000	Does Not	Exist	2277.130000	3  0		1645.814000	4  1
629.540000	Does Not	Exist	2386.000000	4  1		1756.460000	8  1
630.761000	Does Not	Exist	2406.190000	2  1		1775.429000	2  1
628.830000	Does Not	Exist	2418.000000	6  -1		1789.170000	4  1
630.360000	Does Not	Exist	2744.100000	0  1		2113.740000	2  1
630.230000	Does Not	Exist	2860.000000	1  1		2229.770000	2  1

Possible line matches for the gamma energy 637 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
635.522000	Does Not	Exist	1899.300000	0  1		1263.778000	4  1
636.562000	Does Not	Exist	1900.340000	2  1		1263.778000	4  1
636.340000	Does Not	Exist	2040.500000	9  -1		1404.160000	5  -1
636.003000	Does Not	Exist	2406.190000	2  1		1770.187000	5  1
637.900000	Does Not	Exist	2775.380000	11  -1		2137.480000	7  -1
637.520000	Does Not	Exist	2860.000000	1  1		2222.480000	2  1
636.730000	Does Not	Exist	3022.730000	2  1		2386.000000	4  1
637.450000	Does Not	Exist	3122.550000	1  1		2485.100000	0  1

Possible line matches for the gamma energy 642 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
642.385000	  0.185000	  0.010000	1770.187000	5  1		1127.802000	3  1
642.285000	Does Not	Exist	2039.800000	0  1		1397.515000	2  -1
640.712000	Does Not	Exist	2073.300000	7  1		1432.588000	5  1
642.470000	Does Not	Exist	2249.020000	3  0		1606.550000	6  1
643.160000	Does Not	Exist	2293.500000	3  1		1650.340000	0  1
640.663000	Does Not	Exist	2410.850000	4  1		1770.187000	5  1
640.791000	Does Not	Exist	2416.220000	4  1		1775.429000	2  1
642.571000	Does Not	Exist	2418.000000	6  -1		1775.429000	2  1
643.080000	Does Not	Exist	2453.290000	9  1		1810.210000	7  1
642.600000	Does Not	Exist	2585.500000	0  1		1942.900000	0  1
642.620000	Does Not	Exist	2872.390000	2  1		2229.770000	2  1
640.700000	Does Not	Exist	2934.200000	1  1		2293.500000	3  1
643.500000	Does Not	Exist	2949.280000	2  1		2305.780000	3  1
641.190000	Does Not	Exist	2950.660000	12  -1		2309.470000	8  -1
640.530000	Does Not	Exist	3122.550000	1  1		2482.020000	2  1
641.500000	  0.000000	  0.008300	3987.400000	16  -1		3345.900000	-1  0

Possible line matches for the gamma energy 650 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
649.557000	  0.508000	  0.007220	1645.814000	4  1		996.257000	2  1
648.699000	Does Not	Exist	1900.340000	2  1		1251.641000	3  -1
648.506000	Does Not	Exist	2222.480000	2  1		1573.974000	0  1
649.560000	Does Not	Exist	2299.900000	0  1		1650.340000	0  1
648.627000	Does Not	Exist	2309.530000	2  1		1660.903000	3  1
649.910000	Does Not	Exist	2872.390000	2  1		2222.480000	2  1
649.380000	Does Not	Exist	2949.280000	2  1		2299.900000	0  1
650.780000	Does Not	Exist	3428.100000	14  -1		2777.320000	14  1

Possible line matches for the gamma energy 724 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
723.302000	  0.705600	  0.002150	1719.559000	2  -1		996.257000	2  1
722.595000	  0.048110	  0.007800	1770.187000	5  1		1047.592000	4  1
722.759000	Does Not	Exist	1964.050000	2  1		1241.291000	1  -1
724.780000	Does Not	Exist	2222.480000	2  1		1497.700000	0  1
725.097000	Does Not	Exist	2386.000000	4  1		1660.903000	3  1
723.871000	Does Not	Exist	2499.300000	2  1		1775.429000	2  1
722.650000	Does Not	Exist	2686.700000	2  0		1964.050000	2  1
722.830000	Does Not	Exist	3022.730000	2  1		2299.900000	0  1

Possible line matches for the gamma energy 797 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
797.182000	Does Not	Exist	2229.770000	2  1		1432.588000	5  1
795.800000	Does Not	Exist	2293.500000	3  1		1497.700000	0  1
796.550000	Does Not	Exist	2403.100000	4  1		1606.550000	6  1
797.250000	Does Not	Exist	2403.800000	7  1		1606.550000	6  1
797.910000	Does Not	Exist	2499.300000	2  1		1701.390000	4  1
797.813000	Does Not	Exist	2568.000000	7  -1		1770.187000	5  1
796.330000	Does Not	Exist	2585.500000	0  1		1789.170000	4  1
796.590000	  0.000000	  0.001950	2981.280000	13  -1		2184.690000	12  1

Possible line matches for the gamma energy 874 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
873.186000	  0.525800	  0.003710	996.257000	2  1		123.071000	2  1
873.702000	Does Not	Exist	2137.480000	7  -1		1263.778000	4  1
872.970000	Does Not	Exist	2277.130000	3  0		1404.160000	5  -1
875.340000	Does Not	Exist	2293.500000	3  1		1418.160000	2  1
873.192000	Does Not	Exist	2305.780000	3  1		1432.588000	5  1
874.885000	Does Not	Exist	2406.190000	2  1		1531.305000	2  1
875.470000	Does Not	Exist	2482.020000	2  1		1606.550000	6  1
873.530000	Does Not	Exist	3122.550000	1  1		2249.020000	3  0

Possible line matches for the gamma energy 894 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
892.778000	  0.667600	  0.003670	1263.778000	4  1		371.000000	4  1
893.307000	Does Not	Exist	1573.974000	0  1		680.667000	0  1
895.308000	Does Not	Exist	1942.900000	0  1		1047.592000	4  1
895.104000	Does Not	Exist	2309.530000	2  1		1414.426000	1  -1
892.750000	Does Not	Exist	2499.300000	2  1		1606.550000	6  1
894.395000	Does Not	Exist	2511.520000	2  0		1617.125000	3  -1
893.900000	Does Not	Exist	2568.000000	7  -1		1674.100000	7  -1
894.400000	Does Not	Exist	2934.200000	1  1		2039.800000	0  1
894.131000	Does Not	Exist	3080.000000	1  1		2185.869000	4  -1
892.990000	Does Not	Exist	3080.000000	1  1		2187.010000	1  1
892.780000	Does Not	Exist	3122.550000	1  1		2229.770000	2  1

Possible line matches for the gamma energy 996 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
996.257000	  0.456400	  0.002770	996.257000	2  1		  0.000000	0  1
994.878000	  0.174700	  0.002990	1365.878000	6  1		371.000000	4  1
997.379000	Does Not	Exist	2249.020000	3  0		1251.641000	3  -1
996.424000	Does Not	Exist	2410.850000	4  1		1414.426000	1  -1
995.026000	Does Not	Exist	2569.000000	2  0		1573.974000	0  1

Possible line matches for the gamma energy 1140 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1140.707000	  0.304400	  0.002100	1263.778000	4  1		123.071000	2  1
1139.418000	Does Not	Exist	2187.010000	1  1		1047.592000	4  1
1139.322000	Does Not	Exist	2403.100000	4  1		1263.778000	4  1
1140.022000	Does Not	Exist	2403.800000	7  1		1263.778000	4  1
1139.780000	Does Not	Exist	2637.480000	2  -1		1497.700000	0  1
1140.270000	Does Not	Exist	2777.320000	14  1		1637.050000	10  1
1138.950000	Does Not	Exist	2855.000000	0  1		1716.050000	2  1
1140.441000	Does Not	Exist	2860.000000	1  1		1719.559000	2  -1
1141.120000	Does Not	Exist	3363.600000	2  1		2222.480000	2  1

Possible line matches for the gamma energy 1213 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1213.742000	Does Not	Exist	2579.620000	10  -1		1365.878000	6  1
1212.795000	Does Not	Exist	2744.100000	0  1		1531.305000	2  1
1214.186000	Does Not	Exist	2860.000000	1  1		1645.814000	4  1

Possible line matches for the gamma energy 1217 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1217.758000	  0.386700	  0.000000	2265.350000	-1  0		1047.592000	4  1
1218.449000	Does Not	Exist	2459.740000	2  1		1241.291000	1  -1
1218.242000	Does Not	Exist	2482.020000	2  1		1263.778000	4  1
1216.100000	Does Not	Exist	2569.000000	2  0		1352.900000	0  1
1218.150000	Does Not	Exist	2934.200000	1  1		1716.050000	2  1

Possible line matches for the gamma energy 1237 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1235.550000	  0.299700	  0.001910	1606.550000	6  1		371.000000	4  1
1235.522000	Does Not	Exist	2499.300000	2  1		1263.778000	4  1
1236.880000	Does Not	Exist	2655.040000	2  1		1418.160000	2  1
1237.875000	Does Not	Exist	2855.000000	0  1		1617.125000	3  -1

Possible line matches for the gamma energy 1323 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1322.838000	Does Not	Exist	2040.500000	9  -1		717.662000	6  1
1321.722000	Does Not	Exist	2585.500000	0  1		1263.778000	4  1
1323.695000	Does Not	Exist	2855.000000	0  1		1531.305000	2  1
1323.800000	Does Not	Exist	3363.600000	2  1		2039.800000	0  1

Possible line matches for the gamma energy 1339 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1339.763000	  0.033150	  0.000810	2336.020000	3  -1		996.257000	2  1
1338.408000	Does Not	Exist	2386.000000	4  1		1047.592000	4  1
1337.850000	Does Not	Exist	2482.290000	11  -1		1144.440000	8  1

Possible line matches for the gamma energy 1346 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
1345.050000	  0.244500	  0.001630	1716.050000	2  1		371.000000	4  1
1346.585000	Does Not	Exist	2744.100000	0  1		1397.515000	2  -1
1347.121000	Does Not	Exist	3122.550000	1  1		1775.429000	2  1

Possible line matches for the gamma energy 2648 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
2646.653000	  0.926800	  0.000000	3327.320000	-1  0		680.667000	0  1

Possible line matches for the gamma energy 2682 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
2682.933000	  0.580800	  0.001031	3363.600000	2  1		680.667000	0  1
