
Possible line matches for the gamma energy 121.213 keV
765.970000	  0.206300	  0.002120	2950.660000	12  -1		2184.690000	12  1

Possible line matches for the gamma energy 796.345 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
796.590000	  0.000000	  0.001950	2981.280000	13  -1		2184.690000	12  1

Possible line matches for the gamma energy 802.857 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
801.633000	  0.003889	  0.001740	1617.125000	3  -1		815.492000	2  1
800.703000	  0.321400	  0.001740	1796.960000	3  -1		996.257000	2  1

Possible line matches for the gamma energy 815.626 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
815.492000	  0.173600	  0.004270	815.492000	2  1		  0.000000	0  1
817.013000	  0.066690	  0.001850	2080.791000	3  -1		1263.778000	4  1

Possible line matches for the gamma energy 844.391 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
845.411000	  0.681700	  0.003950	1660.903000	3  1		815.492000	2  1
845.240000	  0.789500	  0.001730	2482.290000	11  -1		1637.050000	10  1

Possible line matches for the gamma energy 873.26 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
873.186000	  0.525800	  0.003710	996.257000	2  1		123.071000	2  1
872.449000	  0.274200	  0.001620	2113.740000	2  1		1241.291000	1  -1
875.556000	  0.673200	  0.000000	2787.100000	-1  0		1911.544000	6  1

Possible line matches for the gamma energy 880.437 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
880.641000	  0.215200	  0.001520	1251.641000	3  -1		371.000000	4  1
878.259000	  0.083680	  0.000000	2119.550000	-1  0		1241.291000	1  -1

Possible line matches for the gamma energy 888.392 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
888.888000	  0.697000	  0.003800	1606.550000	6  1		717.662000	6  1
885.898000	  0.027880	  0.003560	1701.390000	4  1		815.492000	2  1
888.242000	  0.000000	  0.003900	2254.120000	8  1		1365.878000	6  1

Possible line matches for the gamma energy 892.956 keV
Energy		Intensity	Conv. Coef.	Start Energy	Start Jp	 End Energy	End Jp
892.778000	  0.667600	  0.003670	1263.778000	4  1		371.000000	4  1

Possible line matches for the gamma energy 919.256 keV
